"KundenNr";"Zeitstempel";"PLZ";"Schulform";"Museum"
733;"2013-12-03 10:15:00";22299;"Grundschule";"Hamburger Kunsthalle"
200439;"2014-08-19 11:00:00";22395;"Grundschule";"Archäologisches Museum Hamburg "
206414;"2015-05-07 10:30:00";22041;"Grundschule";"Hamburger Kunsthalle"
195206;"2013-10-10 12:00:00";22081;"Grundschule";"Museum der Arbeit "
207382;"2016-06-03 10:00:00";21035;"Grundschule";"Zoologisches Museum im CeNaK"
179308;"2013-01-15 10:00:00";22761;"Stadtteilschule";"Museum für Kunst und Gewerbe "
199709;"2016-03-22 09:30:00";22299;"Grundschule";"Bucerius Kunst Forum"
141633;"2015-03-11 11:00:00";20097;"Grundschule";"Zoologisches Museum im CeNaK"
39271;"2015-01-15 09:00:00";22111;"Grundschule";"Hamburger Kunsthalle"
198315;"2015-03-11 10:30:00";22607;"Grundschule";"Medizinhistorisches Museum Hamburg"
207040;"2015-06-11 10:00:00";22303;"Stadtteilschule";"Hamburger Kunsthalle"
168223;"2016-07-07 10:30:00";20257;"Grundschule";"Museum für Hamburgische Geschichte"
2855;"2016-11-23 10:00:00";20249;"Grundschule";"Museum der Arbeit "
207833;"2015-08-19 11:00:00";22299;"Grundschule";"Museum für Hamburgische Geschichte"
76606;"2015-04-23 12:00:00";21029;"Grundschule";"Archäologisches Museum Hamburg "
103256;"2016-06-22 10:15:00";22529;"Grundschule";"Hamburger Kunsthalle"
210568;"2015-10-29 11:00:00";22397;"Grundschule";"Zoologisches Museum im CeNaK"
65216;"2015-04-27 10:30:00";20144;"Grundschule";"Bucerius Kunst Forum"
107321;"2015-03-06 11:00:00";20357;"Grundschule";"Zoologisches Museum im CeNaK"
107321;"2015-10-27 11:30:00";20357;"Grundschule";"Zoologisches Museum im CeNaK"
193299;"2016-06-22 09:00:00";22149;"Grundschule";"Museum für Hamburgische Geschichte"
1429;"2016-02-25 13:00:00";22765;"Grundschule";"Zoologisches Museum im CeNaK"
132561;"2016-09-15 10:00:00";21037;"Grundschule";"Archäologisches Museum Hamburg "
214379;"2016-01-21 11:15:00";22303;"Stadtteilschule";"Museum für Hamburgische Geschichte"
104101;"2014-06-11 10:00:00";22393;"Grundschule";"Museum für Hamburgische Geschichte"
206202;"2016-02-18 12:00:00";22765;"Grundschule";"Bucerius Kunst Forum"
3752;"2013-08-20 09:30:00";20535;"Grundschule";"Archäologisches Museum Hamburg "
66656;"2014-05-06 09:30:00";22339;"Grundschule";"Museum für Völkerkunde Hamburg"
195279;"2014-07-10 12:15:00";22083;"Grundschule";"HSV-Museum"
166918;"2016-04-19 11:45:00";22049;"Grundschule";"Museum für Hamburgische Geschichte"
167123;"2016-04-29 10:00:00";22547;"Grundschule";"Museum für Hamburgische Geschichte"
191772;"2013-05-31 10:00:00";22297;"Grundschule";"Hamburger Kunsthalle"
205907;"2015-04-22 09:00:00";22547;"Grundschule";"Hamburger Kunsthalle"
197691;"2014-03-05 11:00:00";20097;"Grundschule";"Altonaer Museum "
191230;"2013-03-28 10:00:00";22419;"Grundschule";"Museum für Kunst und Gewerbe "
149323;"2013-11-20 10:30:00";22149;"Grundschule";"Museum für Völkerkunde Hamburg"
190740;"2013-02-06 10:00:00";21073;"Stadtteilschule";"Archäologisches Museum Hamburg "
193920;"2013-07-02 10:30:00";21031;"Grundschule";"HSV-Museum"
191476;"2013-02-21 10:15:00";22547;"Grundschule";"Museum der Arbeit "
138398;"2013-03-07 11:00:00";22529;"Stadtteilschule";"Zoologisches Museum im CeNaK"
204010;"2015-01-06 10:30:00";22045;"Grundschule";"Museum für Völkerkunde Hamburg"
64671;"2014-05-08 09:30:00";22339;"Grundschule";"Museum für Völkerkunde Hamburg"
193299;"2013-11-22 09:15:00";22149;"Grundschule";"Museum für Völkerkunde Hamburg"
121436;"2013-12-04 10:00:00";22303;"Grundschule";"Museum für Völkerkunde Hamburg"
204554;"2015-03-12 10:30:00";22043;"Grundschule";"Bucerius Kunst Forum"
208940;"2015-07-21 12:15:00";22605;"Grundschule";"HSV-Museum"
74056;"2013-06-05 10:00:00";22089;"Grundschule";"Zoologisches Museum im CeNaK"
210432;"2016-03-10 10:30:00";22589;"Grundschule";"Altonaer Museum "
205130;"2015-03-04 10:00:00";22083;"Grundschule";"Hamburger Kunsthalle"
207790;"2015-06-19 10:30:00";20259;"Grundschule";"Museum für Hamburgische Geschichte"
76606;"2013-01-17 10:00:00";21029;"Grundschule";"Archäologisches Museum Hamburg "
206819;"2015-06-02 10:00:00";21129;"Grundschule";"Museum für Hamburgische Geschichte"
187598;"2014-02-06 14:00:00";22767;"Stadtteilschule";"Hamburger Kunsthalle"
202270;"2016-08-03 10:15:00";21073;"Grundschule";"Internationales Maritimes Museum Hamburg"
204645;"2016-03-10 11:00:00";20255;"Grundschule";"Museum der Arbeit "
165768;"2016-05-25 10:00:00";21035;"Grundschule";"Museum für Völkerkunde Hamburg"
178788;"2015-10-02 10:00:00";21035;"Grundschule";"Zoologisches Museum im CeNaK"
207011;"2015-05-13 10:00:00";22083;"Grundschule";"Museum für Völkerkunde Hamburg"
199750;"2014-05-13 10:00:00";20257;"Grundschule";"Zoologisches Museum im CeNaK"
44546;"2013-12-10 10:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
163753;"2013-10-09 10:00:00";22589;"Grundschule";"Altonaer Museum "
211945;"2015-12-04 10:00:00";22393;"Grundschule";"Museum der Arbeit "
199110;"2014-05-14 11:30:00";22527;"Grundschule";"Hamburger Kunsthalle"
207968;"2015-09-15 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
211147;"2015-11-17 11:00:00";22083;"Stadtteilschule";"Archäologisches Museum Hamburg "
141633;"2014-03-11 11:00:00";20097;"Grundschule";"Museum für Völkerkunde Hamburg"
39346;"2015-10-29 10:00:00";20535;"Grundschule";"Hafenmuseum Hamburg"
190918;"2015-02-25 10:00:00";22045;"Grundschule";"Hamburger Kunsthalle"
31831;"2014-06-05 11:30:00";21079;"Grundschule";"Museum für Hamburgische Geschichte"
207463;"2015-05-13 10:00:00";20249;"Grundschule";"Museum für Völkerkunde Hamburg"
128251;"2015-04-17 11:00:00";21073;"Grundschule";"Archäologisches Museum Hamburg "
206747;"2015-05-08 11:00:00";22765;"Grundschule";"Altonaer Museum "
107651;"2015-07-28 10:00:00";22307;"Gemeinschaftsschule";"Museum der Arbeit "
192661;"2013-05-21 10:00:00";22115;"Grundschule";"Zoologisches Museum im CeNaK"
198200;"2015-11-27 10:30:00";22587;"Grundschule";"Museum für Hamburgische Geschichte"
225;"2014-02-13 10:00:00";22395;"Grundschule";"Zoologisches Museum im CeNaK"
194453;"2013-09-18 09:00:00";22395;"Grundschule";"Museum für Völkerkunde Hamburg"
127681;"2016-04-20 11:00:00";20259;"Grundschule";"Bucerius Kunst Forum"
210702;"2016-06-07 10:00:00";20249;"Grundschule";"Museum für Kunst und Gewerbe "
163753;"2013-10-09 11:00:00";22589;"Grundschule";"Altonaer Museum "
20781;"2015-03-25 10:00:00";22303;"Grundschule";"Zoologisches Museum im CeNaK"
208532;"2015-08-06 10:30:00";21077;"Grundschule";"Museum der Arbeit "
193358;"2013-10-08 10:00:00";20251;"Grundschule";"Museum für Hamburgische Geschichte"
199913;"2016-06-29 11:45:00";22179;"Förderschule";"Museum der Arbeit "
1626;"2015-05-27 10:00:00";22457;"Grundschule";"Hamburger Kunsthalle"
207181;"2015-05-19 11:00:00";21031;"Grundschule";"Museum für Bergedorf und die Vierlande"
197727;"2016-07-13 09:00:00";21109;"Grundschule";"Archäologisches Museum Hamburg "
206977;"2015-06-03 09:00:00";21147;"Grundschule";"Archäologisches Museum Hamburg "
208938;"2016-07-28 11:00:00";22767;"Stadtteilschule";"Archäologisches Museum Hamburg "
206338;"2015-03-24 10:00:00";22767;"Grundschule";"Altonaer Museum "
198338;"2014-12-23 10:15:00";22549;"Grundschule";"Museum für Völkerkunde Hamburg"
144658;"2015-04-29 10:00:00";22397;"Grundschule";"Museum der Arbeit "
191341;"2013-04-03 10:00:00";22761;"Stadtteilschule";"Hamburger Kunsthalle"
144658;"2013-11-12 10:00:00";22397;"Grundschule";"Museum der Arbeit "
207132;"2015-07-01 09:00:00";21129;"Grundschule";"Hamburger Kunsthalle"
207968;"2015-09-25 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
208116;"2015-06-17 10:00:00";20148;"Grundschule";"Zoologisches Museum im CeNaK"
209529;"2015-11-24 10:30:00";22147;"Grundschule";"Museum für Hamburgische Geschichte"
195206;"2013-10-07 13:30:00";22081;"Grundschule";"Museum der Arbeit "
207075;"2015-05-19 09:00:00";22083;"Grundschule";"Museum für Hamburgische Geschichte"
207181;"2015-05-19 12:00:00";21031;"Grundschule";"Museum für Bergedorf und die Vierlande"
207968;"2015-09-22 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
39616;"2016-07-05 10:00:00";20255;"Grundschule";"Hafenmuseum Hamburg"
206630;"2015-06-23 11:00:00";22303;"Grundschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
178243;"2015-06-03 10:00:00";22339;"Grundschule";"Zoologisches Museum im CeNaK"
3498;"2015-06-11 10:00:00";21029;"Grundschule";"Speicherstadtmuseum"
206977;"2016-06-08 10:00:00";21147;"Grundschule";"Hafenmuseum Hamburg"
193299;"2016-06-22 10:30:00";22149;"Grundschule";"Museum für Hamburgische Geschichte"
129966;"2015-07-03 11:00:00";22415;"Grundschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
187598;"2014-02-20 14:00:00";22767;"Stadtteilschule";"Hamburger Kunsthalle"
74796;"2016-01-27 09:00:00";22175;"Grundschule";"Hamburger Kunsthalle"
17301;"2016-02-18 13:00:00";22761;"Stadtteilschule";"Museum der Arbeit "
207968;"2015-09-17 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
207113;"2015-06-05 10:00:00";20249;"Grundschule";"Zoologisches Museum im CeNaK"
1866;"2016-06-02 09:00:00";20253;"Grundschule";"Museum für Hamburgische Geschichte"
194317;"2013-09-04 10:00:00";22299;"Grundschule";"Zoologisches Museum im CeNaK"
178243;"2013-10-31 10:00:00";22339;"Grundschule";"Zoologisches Museum im CeNaK"
74056;"2015-06-23 09:00:00";22089;"Grundschule";"Hamburger Kunsthalle"
199059;"2014-08-12 12:00:00";20355;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
74866;"2015-06-02 09:00:00";20144;"Grundschule";"Museum für Hamburgische Geschichte"
144218;"2014-09-24 10:00:00";20097;"Grundschule";"Museum für Kunst und Gewerbe "
191205;"2013-03-19 10:00:00";22159;"Grundschule";"Museum für Hamburgische Geschichte"
197727;"2016-06-29 09:00:00";21109;"Grundschule";"Zoologisches Museum im CeNaK"
206478;"2015-05-26 09:00:00";21037;"Grundschule";"Museum für Hamburgische Geschichte"
69676;"2015-05-29 10:30:00";20148;"Grundschule";"Museum für Hamburgische Geschichte"
36296;"2013-05-29 10:00:00";22085;"Grundschule";"Hamburger Kunsthalle"
2855;"2015-12-14 09:30:00";20249;"Grundschule";"Bucerius Kunst Forum"
210432;"2016-03-08 10:30:00";22589;"Grundschule";"HSV-Museum"
13601;"2013-10-01 10:00:00";22763;"Grundschule";"Altonaer Museum "
205524;"2015-05-28 09:00:00";21149;"Grundschule";"Archäologisches Museum Hamburg "
181448;"2013-03-07 14:00:00";20539;"Grundschule";"Zoologisches Museum im CeNaK"
27381;"2015-07-01 09:00:00";22339;"Grundschule";"Museum für Hamburgische Geschichte"
213813;"2016-02-05 10:00:00";20359;"Grundschule";"Museum für Kunst und Gewerbe "
208729;"2015-07-30 11:00:00";22119;"Grundschule";"Altonaer Museum "
204839;"2015-07-10 10:00:00";22081;"Grundschule";"Hamburger Kunsthalle"
205734;"2016-07-06 10:00:00";22359;"Grundschule";"Hamburger Kunsthalle"
198338;"2015-10-28 10:30:00";22549;"Grundschule";"Medizinhistorisches Museum Hamburg"
201011;"2014-08-07 11:00:00";22117;"Grundschule";"HSV-Museum"
152028;"2016-04-13 10:00:00";22111;"Grundschule";"Museum für Hamburgische Geschichte"
208731;"2015-07-21 10:30:00";22455;"Grundschule";"HSV-Museum"
27531;"2016-02-22 13:30:00";20535;"Grundschule";"Bucerius Kunst Forum"
205604;"2015-10-27 10:00:00";20253;"Grundschule";"Zoologisches Museum im CeNaK"
210689;"2015-11-19 10:00:00";22041;"Grundschule";"Zoologisches Museum im CeNaK"
733;"2014-11-27 10:30:00";22299;"Grundschule";"Hamburger Kunsthalle"
205610;"2016-03-10 10:15:00";22417;"Grundschule";"Internationales Maritimes Museum Hamburg"
205157;"2016-06-28 10:15:00";22589;"Grundschule";"Hamburger Kunsthalle"
63951;"2015-01-28 09:00:00";22549;"Grundschule";"Museum für Völkerkunde Hamburg"
193570;"2013-07-10 11:00:00";22047;"Gemeinschaftsschule";"Archäologisches Museum Hamburg "
216;"2013-03-19 10:00:00";22359;"Grundschule";"Hamburger Kunsthalle"
207066;"2015-06-02 11:30:00";22769;"Grundschule";"Museum für Hamburgische Geschichte"
200753;"2016-03-17 10:30:00";21037;"Grundschule";"Medizinhistorisches Museum Hamburg"
195560;"2014-03-13 11:00:00";20535;"Grundschule";"Museum für Kunst und Gewerbe "
198338;"2014-08-01 10:30:00";22549;"Grundschule";"Museum für Völkerkunde Hamburg"
67646;"2013-08-30 10:00:00";21075;"Grundschule";"Archäologisches Museum Hamburg "
1678;"2014-11-05 10:00:00";22607;"Grundschule";"Museum für Völkerkunde Hamburg"
4450;"2014-02-19 12:00:00";22045;"Grundschule";"Altonaer Museum "
77706;"2014-03-04 11:00:00";20144;"Grundschule";"Altonaer Museum "
3106;"2014-05-09 10:00:00";22397;"Grundschule";"Museum für Hamburgische Geschichte"
206408;"2016-05-25 12:00:00";22767;"Grundschule";"Museum für Hamburgische Geschichte"
167808;"2014-11-05 10:00:00";22769;"Grundschule";"Museum für Kunst und Gewerbe "
311;"2015-01-22 09:00:00";20251;"Stadtteilschule";"Hamburger Kunsthalle"
102226;"2015-09-16 14:00:00";22523;"Grundschule";"Archäologisches Museum Hamburg "
2286;"2013-01-16 10:15:00";21031;"Grundschule";"Hamburger Kunsthalle"
209932;"2016-01-13 10:00:00";20149;"Grundschule";"Hamburger Kunsthalle"
107321;"2016-03-11 11:30:00";20357;"Grundschule";"Zoologisches Museum im CeNaK"
161118;"2014-07-03 10:00:00";22559;"Grundschule";"Altonaer Museum "
117231;"2014-06-11 10:00:00";22335;"Grundschule";"Zoologisches Museum im CeNaK"
1429;"2016-02-23 13:00:00";22765;"Grundschule";"Zoologisches Museum im CeNaK"
206331;"2016-04-13 09:00:00";20355;"Grundschule";"Museum für Völkerkunde Hamburg"
48781;"2014-05-13 10:30:00";22335;"Grundschule";"Museum der Arbeit "
191772;"2013-05-30 10:00:00";22297;"Grundschule";"Hamburger Kunsthalle"
39616;"2016-06-24 10:00:00";20255;"Grundschule";"Hafenmuseum Hamburg"
197905;"2016-05-04 11:30:00";20097;"Grundschule";"Bucerius Kunst Forum"
168223;"2016-07-07 10:45:00";20257;"Grundschule";"Museum für Hamburgische Geschichte"
127096;"2015-06-09 09:00:00";20255;"Grundschule";"Archäologisches Museum Hamburg "
392;"2016-04-01 10:30:00";22041;"Grundschule";"Bucerius Kunst Forum"
206049;"2015-03-10 12:00:00";20257;"Grundschule";"Zoologisches Museum im CeNaK"
195424;"2013-10-01 10:30:00";22529;"Grundschule";"Zoologisches Museum im CeNaK"
94791;"2017-03-31 10:15:00";22397;"Grundschule";"Museum für Hamburgische Geschichte"
210822;"2015-10-21 10:30:00";22587;"Grundschule";"Hamburger Kunsthalle"
193702;"2013-07-16 10:00:00";20251;"Grundschule";"Altonaer Museum "
190916;"2013-11-05 10:00:00";20457;"Grundschule";"Altonaer Museum "
3146;"2015-06-12 10:00:00";22457;"Grundschule";"Museum für Hamburgische Geschichte"
3866;"2014-07-01 11:00:00";20249;"Grundschule";"Zoologisches Museum im CeNaK"
205340;"2015-04-14 11:30:00";22117;"Grundschule";"Bucerius Kunst Forum"
210432;"2016-03-17 10:30:00";22589;"Grundschule";"Altonaer Museum "
192888;"2016-03-17 11:00:00";21077;"Grundschule";"Internationales Maritimes Museum Hamburg"
199901;"2015-10-01 10:30:00";21077;"Grundschule";"Museum für Völkerkunde Hamburg"
190916;"2013-02-13 10:00:00";20457;"Grundschule";"Museum für Kunst und Gewerbe "
207623;"2015-06-04 09:30:00";22589;"Grundschule";"Museum für Völkerkunde Hamburg"
178978;"2016-06-17 10:15:00";22549;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
111146;"2013-12-17 11:15:00";21029;"Sonderschule";"Hamburger Kunsthalle"
193748;"2015-03-05 10:00:00";22529;"Grundschule";"Museum für Hamburgische Geschichte"
2858;"2015-05-19 09:30:00";22765;"Grundschule";"Museum für Hamburgische Geschichte"
197727;"2016-03-03 09:00:00";21109;"Grundschule";"Archäologisches Museum Hamburg "
210653;"2015-10-21 12:00:00";21077;"Grundschule";"Altonaer Museum "
210913;"2015-10-29 10:15:00";22523;"Grundschule";"Internationales Maritimes Museum Hamburg"
207289;"2015-05-05 10:30:00";22045;"Grundschule";"Museum für Hamburgische Geschichte"
95481;"2013-02-21 10:00:00";22339;"Grundschule";"Museum für Völkerkunde Hamburg"
733;"2014-02-27 10:00:00";22299;"Grundschule";"Museum für Völkerkunde Hamburg"
202433;"2016-03-08 11:00:00";20357;"Stadtteilschule";"Museum für Hamburgische Geschichte"
155858;"2014-06-27 10:00:00";22589;"Grundschule";"Hamburger Kunsthalle"
208766;"2015-08-18 12:00:00";22119;"Grundschule";"Museum für Bergedorf und die Vierlande"
101646;"2015-04-16 11:30:00";22767;"Grundschule";"Hafenmuseum Hamburg"
210672;"2015-10-20 10:30:00";22299;"Grundschule";"Museum für Hamburgische Geschichte"
210384;"2016-02-09 13:00:00";22303;"Grundschule";"Museum für Kunst und Gewerbe "
210760;"2015-11-12 10:30:00";22453;"Grundschule";"Hamburger Kunsthalle"
211945;"2015-12-04 10:00:00";22393;"Grundschule";"Museum der Arbeit "
14431;"2016-01-14 09:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
167588;"2015-10-29 10:30:00";20144;"Stadtteilschule";"Museum der Arbeit "
207968;"2015-10-07 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
208766;"2015-08-18 11:00:00";22119;"Grundschule";"Museum für Bergedorf und die Vierlande"
195098;"2013-09-19 11:30:00";21075;"Grundschule";"Hamburger Kunsthalle"
204839;"2015-07-10 09:00:00";22081;"Grundschule";"Hamburger Kunsthalle"
210838;"2016-01-08 11:00:00";22395;"Grundschule";"Hamburger Kunsthalle"
200753;"2016-08-12 11:00:00";21037;"Grundschule";"Hafenmuseum Hamburg"
39616;"2016-07-05 10:00:00";20255;"Grundschule";"Hafenmuseum Hamburg"
195446;"2014-08-12 10:00:00";22767;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
65211;"2016-09-09 11:00:00";20097;"Grundschule";"Hamburger Kunsthalle"
65211;"2016-09-08 10:15:00";20097;"Grundschule";"Hamburger Kunsthalle"
189723;"2016-02-04 14:45:00";22453;"Gymnasium";"Museum für Völkerkunde Hamburg"
199565;"2015-01-22 10:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
46191;"2016-04-28 10:00:00";22547;"Grundschule";"Museum für Hamburgische Geschichte"
189723;"2014-04-25 15:00:00";22453;"Gymnasium";"Museum für Völkerkunde Hamburg"
207968;"2015-10-09 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
152328;"2015-09-17 10:00:00";22523;"Stadtteilschule";"Museum der Arbeit "
207968;"2015-09-18 10:30:00";20099;"Stadtteilschule";"Museum für Kunst und Gewerbe "
200860;"2016-03-15 11:00:00";22547;"Grundschule";"Museum für Völkerkunde Hamburg"
193702;"2013-06-27 10:00:00";20251;"Grundschule";"Zoologisches Museum im CeNaK"
13601;"2015-10-27 10:00:00";22763;"Grundschule";"Zoologisches Museum im CeNaK"
206397;"2015-03-31 09:00:00";20149;"Grundschule";"Bucerius Kunst Forum"
1866;"2013-03-22 10:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
28846;"2015-06-18 10:00:00";22179;"Grundschule";"Hamburger Kunsthalle"
68896;"2015-04-28 10:00:00";22179;"Grundschule";"Bucerius Kunst Forum"
200382;"2014-06-27 10:00:00";22559;"Grundschule";"Altonaer Museum "
200877;"2014-12-04 14:15:00";20253;"Grundschule";"Altonaer Museum "
193748;"2015-03-12 10:15:00";22529;"Grundschule";"Altonaer Museum "
1866;"2013-02-22 10:00:00";20253;"Grundschule";"Hamburger Kunsthalle"
193358;"2013-07-03 10:00:00";20251;"Grundschule";"Hamburger Kunsthalle"
198738;"2015-05-27 09:00:00";20249;"Grundschule";"Archäologisches Museum Hamburg "
206950;"2015-04-21 11:00:00";20537;"Förderschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
206977;"2016-06-02 10:30:00";21147;"Grundschule";"Speicherstadtmuseum"
2118;"2016-02-03 09:00:00";22559;"Grundschule";"Hamburger Kunsthalle"
269;"2015-04-07 09:00:00";22299;"Grundschule";"Hamburger Kunsthalle"
205731;"2015-10-20 12:00:00";22769;"Grundschule";"Zoologisches Museum im CeNaK"
208740;"2016-03-15 11:00:00";22607;"Grundschule";"Zoologisches Museum im CeNaK"
200161;"2014-06-03 09:00:00";21077;"Grundschule";"Archäologisches Museum Hamburg "
48726;"2015-07-23 11:00:00";20097;"Grundschule";"Museum für Völkerkunde Hamburg"
